source,target,weight
"Nutt, John, active 1691-1716, (NV23177)","BARKER, B. (benjaminbarker_0)",1
"LEWIS, William (bbti_42637)","HORNE, Thomas (bbti_35104)",1
"MOUNT, J (bbti_48910)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"MOUNT, J (bbti_48910)","GUY, Thomas (bbti_29496)",1
"MOUNT, J (bbti_48910)","GOUGE, John (bbti_28011)",1
"MOUNT, J (bbti_48910)","Brightland, John (42226579)",1
"Brome, Charles, active 1687-1700, (76661281)","Clavel, Robert (NV6184)",1
"Brome, Charles, active 1687-1700, (76661281)","Churchill, Awnsham, -1728, (100282981)",1
"HAWES, L. (lhawes_2)","CLARK, Mr (mrwarrenclark_0)",1
"HAWES, L. (lhawes_2)",J. F. and C. Rivington (168621963),1
"HAWES, L. (lhawes_2)",E. and C. Dilly (155859883),1
"HAWES, L. (lhawes_2)","COLLINS, B. (bcollins_2)",1
"HAWES, L. (lhawes_2)","Longman, T. (12361047)",1
"HAWES, L. (lhawes_2)","KEITH, G. (gkeith_8)",1
"HAWES, L. (lhawes_2)","BUCKLAND, J. (jbuckland_0)",1
"Round, J. (34044423)","Knapton, J. (76192869)",1
"Round, J. (34044423)","Bell, Andrew, -1720?, (210259891)",1
"Round, J. (34044423)","PUREEL, Mr (mrdpureel_0)",1
"CLAVELL, Roger (bbti_14312)","ROBINSON, Joseph (bbti_113639)",2
"CLAVELL, Roger (bbti_14312)","SCOTT, Robert (bbti_105534)",1
"ROBINSON, Joseph (bbti_113639)","SCOTT, Robert (bbti_105534)",1
"Redmayne, W. (61419541)","GILMAN, Caleb (calebgilman_0)",1
Jer (jer_0),"Senex, J. (13471693)",1
Jer (jer_0),"MEAD, T (bbti_46514)",1
"HARRIS, Elizabeth (bbti_31005)","BARKER, B. (benjaminbarker_0)",1
"HARRIS, Elizabeth (bbti_31005)","Parsons, William, 1658-1725?. (74704276)",1
"STOKOE, Luke (bbti_66593)","NEWTON, William (bbti_50174)",1
"BROWNE, Daniel I (bbti_10232)","COGGAN, Francis (bbti_14903)",1
"BROWNE, Daniel I (bbti_10232)","PLACE, Edward (bbti_54789)",1
"BROWNE, Daniel I (bbti_10232)","VINCENT, Robert (bbti_71765)",1
"ARMSTRONG, A. (aarmstrong_0)","Clark, M. (122059304)",1
"Clark, M. (122059304)","ARMSTRONG, Thomas (bbti_1745)",1
"Whalley, John, 1653-1724. (13738529)","FOSTER, John (johnfoster_2)",1
"Whalley, John, 1653-1724. (13738529)","Gunne, M. (36818337)",1
"Mosman, George (68826401)","MONCUR, Joannes (joannesmoncur_0)",1
"Senex, J. (13471693)","Price, C., (106875778)",1
"Senex, J. (13471693)","MEAD, T (bbti_46514)",1
Latin and Greek (latinandgreek_0),"ENGLISH, vocabulary (vocabularyenglish_0)",1
Latin and Greek (latinandgreek_0),"Knapton, Paul (NV37384)",1
"BARKER, B. (benjaminbarker_0)","Parsons, William, 1658-1725?. (74704276)",1
"BROWNE, Jonah (Jonas) (bbti_10273)","GUY, Thomas (bbti_29496)",1
"BROWNE, Jonah (Jonas) (bbti_10273)","GOUGE, John (bbti_28011)",1
"BROWNE, Jonah (Jonas) (bbti_10273)","Brightland, John (42226579)",1
"COGGAN, Francis (bbti_14903)","PLACE, Edward (bbti_54789)",1
"COGGAN, Francis (bbti_14903)","VINCENT, Robert (bbti_71765)",1
"COGGAN, Francis (bbti_14903)","BASSES, R. (rbasses_0)",1
"Bissel, J. (NV3131)","MILBORN, Alexander (bbti_106884)",1
"CLARK, Mr (mrwarrenclark_0)",J. F. and C. Rivington (168621963),1
"CLARK, Mr (mrwarrenclark_0)",E. and C. Dilly (155859883),1
"CLARK, Mr (mrwarrenclark_0)","COLLINS, B. (bcollins_2)",1
"CLARK, Mr (mrwarrenclark_0)","Longman, T. (12361047)",1
"CLARK, Mr (mrwarrenclark_0)","KEITH, G. (gkeith_8)",1
"CLARK, Mr (mrwarrenclark_0)","BUCKLAND, J. (jbuckland_0)",1
"PLACE, Edward (bbti_54789)","VINCENT, Robert (bbti_71765)",1
"WILKINS, Richard (bbti_106392)","Blome, Richard, -1705. (90716242)",1
"WILKINS, Richard (bbti_106392)","WILD, Joseph (bbti_75720)",1
"WILKINS, Richard (bbti_106392)","Loveling, Benjamin, 1672 or 1673-1727. (12184804)",1
"WILKINS, Richard (bbti_106392)","BROOM, Charles (bbti_9682)",1
"WILKINS, Richard (bbti_106392)","WILDE, Joseph (bbti_75760)",1
"WEBB, William (bbti_73978)","COLEBROOK, John (johncolebrook_0)",1
"SQUARE, Red (redlionsquare_0)","HALE, --- (bbti_29737)",1
"Blome, Richard, -1705. (90716242)","WILD, Joseph (bbti_75720)",1
"ATKINS, Maurice (bbti_2178)","EATON, Joseph (josepheaton_0)",1
"ENGLISH, vocabulary (vocabularyenglish_0)","Knapton, Paul (NV37384)",1
"KEBLE, Samuel (bbti_106556)","GRIFFIN, C (bbti_28989)",1
"Clavel, Robert (NV6184)","Churchill, Awnsham, -1728, (100282981)",1
"R, R (bbti_56507)","Playford, Henry (42680649)",1
"NORTON, William (bbti_132756)",E. and R. Pawlet (bbti_53001),1
"MORETON, Elias (bbti_112981)","PICARD, R (bbti_54336)",1
J. F. and C. Rivington (168621963),E. and C. Dilly (155859883),1
J. F. and C. Rivington (168621963),"COLLINS, B. (bcollins_2)",1
J. F. and C. Rivington (168621963),"Longman, T. (12361047)",1
J. F. and C. Rivington (168621963),"KEITH, G. (gkeith_8)",1
J. F. and C. Rivington (168621963),"BUCKLAND, J. (jbuckland_0)",1
"WHITE, Henry (bbti_74955)","SHEPEY, William (williamshepey_0)",1
"GUY, Thomas (bbti_29496)","GOUGE, John (bbti_28011)",1
"GUY, Thomas (bbti_29496)","Brightland, John (42226579)",1
E. and C. Dilly (155859883),"COLLINS, B. (bcollins_2)",1
E. and C. Dilly (155859883),"Longman, T. (12361047)",1
E. and C. Dilly (155859883),"KEITH, G. (gkeith_8)",1
E. and C. Dilly (155859883),"BUCKLAND, J. (jbuckland_0)",1
"MEARS, Richard jr (bbti_125031)","READ, James (bbti_57025)",1
"WARD, Josiah (bbti_113642)","SAYES, William (bbti_108679)",1
"Parker, George, 1654-1743. (11278298)","HUNT, W (bbti_36220)",1
"Knapton, J. (76192869)","Bell, Andrew, -1720?, (210259891)",1
"Beardwell, B. (NV2610)","JOHN, James (jamesmceuen_0)",1
"GOUGE, John (bbti_28011)","Brightland, John (42226579)",1
"ROGERS, Gulielmi (gulielmirogers_0)","DUNSTANI, S. (sdunstani_0)",1
"VINCENT, Robert (bbti_71765)","Holt, S. (NV_BH_X06778093X)",1
"Randall, P. (NV26184)","HARE, John (bbti_125013)",1
"Wellington, Richard, active 1693-1709, (NV33083)","Rumball, E., (NV27073)",1
"COLLINS, B. (bcollins_2)","Longman, T. (12361047)",1
"COLLINS, B. (bcollins_2)","KEITH, G. (gkeith_8)",1
"COLLINS, B. (bcollins_2)","BUCKLAND, J. (jbuckland_0)",1
German (german_0),"Jacob, (71827140)",1
Johannem (johannem_1),Tribuli & Moletrinae (tribulimoletrinae_0),1
"Loveling, Benjamin, 1672 or 1673-1727. (12184804)","BROOM, Charles (bbti_9682)",1
"Longman, T. (12361047)","KEITH, G. (gkeith_8)",1
"Longman, T. (12361047)","BUCKLAND, J. (jbuckland_0)",1
"KEITH, G. (gkeith_8)","BUCKLAND, J. (jbuckland_0)",1
